date,timestamp,energy,power,power1,power2,power3,userId,numberOfPeople,numberOfChildren,squareMeters,homeType,heatingTypes,waterHeaterTypes,coolingType,heatingTypeOther,waterHeaterTypeOther,ELECTRIC_VEHICLE,TV,DISH_WASHER,ELECTRIC_HEATING,SAUNA,HEAT_PUMP,CABLE_BOX,FRIDGE_COMBO,COFFEE_MACHINE,TUMBLE_DRYER,FREEZER,POOL_PUMP,HOB,WASHING_MACHINE,GAME_CONSOLE,REFRIGERATOR,FLOW_WATER_HEATER,TOASTER,HOME_BATTERY,MICROWAVE,IRON,TABLET,HEATING_FAN,GRILL,DVD,COMPUTER,OVEN,ELECTRIC_SHOWER,KETTLE,OTHERS
2019-12-24 00:00:01.060,1577145601060,89270092772000,414020,163350,44580,206090,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:03.060,1577145603060,89270095066000,412740,162410,44680,205650,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:05.060,1577145605060,89270097357000,411930,161930,44820,205180,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:07.060,1577145607060,89270099678000,420290,161780,44840,213670,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:09.060,1577145609060,89270101983000,412720,160920,44620,207180,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:11.060,1577145611060,89270104282000,414050,162290,44650,207110,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:13.059,1577145613059,89270106574000,412270,162420,44660,205190,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:15.059,1577145615059,89270108869000,413390,163150,44860,205380,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:17.059,1577145617059,89270111166000,413350,163560,44710,205080,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:19.059,1577145619059,89270113454000,411170,161440,44720,205010,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:21.059,1577145621059,89270115753000,416450,161020,44780,210650,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:23.059,1577145623059,89270118096000,420900,163030,44560,213310,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:25.059,1577145625059,89270120398000,413330,163580,44730,205020,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:27.059,1577145627059,89270122693000,413100,163430,44650,205020,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:29.059,1577145629059,89270124996000,415070,164610,44950,205510,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:31.058,1577145631058,89270127302000,415630,163750,44710,207170,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:33.058,1577145633058,89270129617000,415560,163300,44700,207560,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:35.058,1577145635058,89270131913000,413350,163120,44740,205490,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:37.058,1577145637058,89270134229000,419370,163390,44770,211210,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:39.058,1577145639058,89270136560000,417160,162260,44670,210230,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:41.058,1577145641058,89270138855000,412730,160510,44680,207540,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-24 00:00:43.058,1577145643058,89270141062000,389540,135430,44630,209480,2a2357676efbe89fc69e96509c5e9e6527551d90a8d940715472a3a28ed8c8f1,2,0,160.0,SINGLE_FAMILY,GAS,GAS,CENTRAL_AIR_CONDITIONER,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
