date,timestamp,energy,power,power1,power2,power3,userId,numberOfPeople,numberOfChildren,squareMeters,homeType,heatingTypes,waterHeaterTypes,coolingType,heatingTypeOther,waterHeaterTypeOther,ELECTRIC_VEHICLE,TV,DISH_WASHER,ELECTRIC_HEATING,SAUNA,HEAT_PUMP,CABLE_BOX,FRIDGE_COMBO,COFFEE_MACHINE,TUMBLE_DRYER,FREEZER,POOL_PUMP,HOB,WASHING_MACHINE,GAME_CONSOLE,REFRIGERATOR,FLOW_WATER_HEATER,TOASTER,HOME_BATTERY,MICROWAVE,IRON,TABLET,HEATING_FAN,GRILL,DVD,COMPUTER,OVEN,ELECTRIC_SHOWER,KETTLE,OTHERS
2019-12-24 00:00:00.607,1577145600607,60399246178000,122180,23440,59310,39430,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:02.607,1577145602607,60399246856000,122090,23420,59260,39410,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:04.607,1577145604607,60399247535000,122270,23430,59420,39420,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:06.607,1577145606607,60399248216000,122460,23490,59520,39450,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:08.607,1577145608607,60399248895000,122380,23480,59440,39460,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:10.607,1577145610607,60399249576000,122640,23650,59510,39480,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:12.607,1577145612607,60399250259000,122860,23820,59440,39600,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:14.607,1577145614607,60399250941000,122680,23740,59460,39480,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:16.607,1577145616607,60399251622000,122710,23720,59500,39490,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:18.607,1577145618607,60399252304000,122640,23520,59720,39400,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:20.607,1577145620607,60399252986000,122890,23460,60140,39290,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:22.607,1577145622607,60399253669000,122900,23360,60070,39470,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:24.607,1577145624607,60399254351000,122760,23250,60000,39510,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:26.607,1577145626607,60399255032000,122650,23400,59800,39450,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:28.607,1577145628607,60399255716000,123070,23360,60080,39630,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:30.607,1577145630607,60399256400000,123290,23710,60120,39460,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:32.606,1577145632606,60399257085000,123330,23830,60130,39370,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:34.606,1577145634606,60399257771000,123550,23800,60270,39480,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:36.606,1577145636606,60399258457000,123330,23770,60140,39420,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:38.606,1577145638606,60399259141000,123090,23670,59990,39430,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:40.606,1577145640606,60399259823000,122740,23550,59840,39350,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2019-12-24 00:00:42.606,1577145642606,60399260506000,123030,23470,60000,39560,2f03ed74ae7cc8cf4eab4d55370562360782045c9099dd4b46e830d80b15c3ab,3,2,140.0,SINGLE_FAMILY,GAS,GAS,PORTABLE_AIR_CONDITIONER,,,0,1,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0
