date,timestamp,energy,power,power1,power2,power3,userId,numberOfPeople,numberOfChildren,squareMeters,homeType,heatingTypes,waterHeaterTypes,coolingType,heatingTypeOther,waterHeaterTypeOther,ELECTRIC_VEHICLE,TV,DISH_WASHER,ELECTRIC_HEATING,SAUNA,HEAT_PUMP,CABLE_BOX,FRIDGE_COMBO,COFFEE_MACHINE,TUMBLE_DRYER,FREEZER,POOL_PUMP,HOB,WASHING_MACHINE,GAME_CONSOLE,REFRIGERATOR,FLOW_WATER_HEATER,TOASTER,HOME_BATTERY,MICROWAVE,IRON,TABLET,HEATING_FAN,GRILL,DVD,COMPUTER,OVEN,ELECTRIC_SHOWER,KETTLE,OTHERS
2019-12-24 00:00:00.287,1577145600287,47043118706000,151720,96090,3020,52610,2e6b25d60b48e4758bfe69e19de7a19bc5e84a304e161f3b91a7a6c06b801f4d,4,2,150.0,SINGLE_FAMILY,GAS,FLOW_WATER_HEATER,NONE,,,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0
2019-12-24 00:00:02.287,1577145602287,47043119543000,150060,95290,2980,51790,2e6b25d60b48e4758bfe69e19de7a19bc5e84a304e161f3b91a7a6c06b801f4d,4,2,150.0,SINGLE_FAMILY,GAS,FLOW_WATER_HEATER,NONE,,,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0
2019-12-24 00:00:04.287,1577145604287,47043120378000,150730,95570,2970,52190,2e6b25d60b48e4758bfe69e19de7a19bc5e84a304e161f3b91a7a6c06b801f4d,4,2,150.0,SINGLE_FAMILY,GAS,FLOW_WATER_HEATER,NONE,,,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0
2019-12-24 00:00:06.287,1577145606287,47043121218000,151150,95820,3070,52260,2e6b25d60b48e4758bfe69e19de7a19bc5e84a304e161f3b91a7a6c06b801f4d,4,2,150.0,SINGLE_FAMILY,GAS,FLOW_WATER_HEATER,NONE,,,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0
2019-12-24 00:00:08.287,1577145608287,47043122052000,150010,95870,3040,51100,2e6b25d60b48e4758bfe69e19de7a19bc5e84a304e161f3b91a7a6c06b801f4d,4,2,150.0,SINGLE_FAMILY,GAS,FLOW_WATER_HEATER,NONE,,,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0
2019-12-24 00:00:10.287,1577145610287,47043122890000,150940,95770,3070,52100,2e6b25d60b48e4758bfe69e19de7a19bc5e84a304e161f3b91a7a6c06b801f4d,4,2,150.0,SINGLE_FAMILY,GAS,FLOW_WATER_HEATER,NONE,,,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0
2019-12-24 00:00:12.287,1577145612287,47043123726000,150350,95890,2980,51480,2e6b25d60b48e4758bfe69e19de7a19bc5e84a304e161f3b91a7a6c06b801f4d,4,2,150.0,SINGLE_FAMILY,GAS,FLOW_WATER_HEATER,NONE,,,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0
2019-12-24 00:00:14.287,1577145614287,47043124562000,150550,96200,2860,51490,2e6b25d60b48e4758bfe69e19de7a19bc5e84a304e161f3b91a7a6c06b801f4d,4,2,150.0,SINGLE_FAMILY,GAS,FLOW_WATER_HEATER,NONE,,,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0
2019-12-24 00:00:16.287,1577145616287,47043125403000,151570,96180,3090,52300,2e6b25d60b48e4758bfe69e19de7a19bc5e84a304e161f3b91a7a6c06b801f4d,4,2,150.0,SINGLE_FAMILY,GAS,FLOW_WATER_HEATER,NONE,,,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0
2019-12-24 00:00:18.286,1577145618286,47043126239000,150150,96200,2970,50980,2e6b25d60b48e4758bfe69e19de7a19bc5e84a304e161f3b91a7a6c06b801f4d,4,2,150.0,SINGLE_FAMILY,GAS,FLOW_WATER_HEATER,NONE,,,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0
